text_type,text,label,proc_text
spam,A ??400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a ??400 reward. Just call 09066380611 ,0,400 xmas reward waiting computer ha randomly picked loyal mobile customer receive 400 reward call 09066380611
ham,Where r e meeting tmr?,1,r e meeting tmr
ham,Lol yes. But it will add some spice to your day.,1,lol yes add spice day
ham,Hope you are having a great day.,1,hope great day
ham,Our Prasanth ettans mother passed away last night. Just pray for her and family.,1,prasanth ettans mother passed away last night pray family
ham,"K, I'll work something out",1,k ill work something
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04,0,private 2003 account statement show 800 unredeemed point call 08718738002 identifier code 48922 expires 211104
ham,This message is from a great Doctor in India:-): 1) Do not drink APPY FIZZ. It contains Cancer causing age,1,message great doctor india 1 drink appy fizz contains cancer causing age
ham,I cant pick the phone right now. Pls send a message,1,cant pick phone right pls send message
ham,You call him and tell now infront of them. Call him now.,1,call tell infront call
ham,Ok no prob...,1,ok prob
ham,Ladies first and genus second k .,1,lady first genus second k
ham,No. Yes please. Been swimming?,1,yes please swimming
ham,Mum not going robinson already.,1,mum going robinson already
ham,Ok set let u noe e details later...,1,ok set let u noe e detail later
ham,Not..tel software name..,1,nottel software name
ham,I send the print  outs da.,1,send print da
ham,IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO ,1,im realy soz imat mum 2nite 2moro
ham,"When I was born, GOD said, \Oh No! Another IDIOT\"". When you were born",1,wa born god said oh another idiot born
ham,"I didnt get ur full msg..sometext is missing, send it again",1,didnt get ur full msgsometext missing send
ham,"Probably not, I'm almost out of gas and I get some cash tomorrow",1,probably im almost gas get cash tomorrow
spam,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114",0,customer service announcement recently tried make delivery unable please call 07099833605 reschedule ref9280114
ham,I forgot 2 ask ?_ all smth.. There's a card on da present lei... How? ?? all want 2 write smth or sign on it?,1,forgot 2 ask smth card da present lei want 2 write smth sign
ham,I'm leaving my house now.,1,im leaving house
spam,"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text",0,hi babe chloe r u wa smashed saturday night wa great wa weekend u missing sp visionsmscom text stop stop 150ptext
ham,?? ready then call me...,1,ready call
ham,Wewa is 130. Iriver 255. All 128 mb.,1,wewa 130 iriver 255 128 mb
ham,It is a good thing I'm now getting the connection to bw,1,good thing im getting connection bw
ham,Sry da..jst nw only i came to home..,1,sry dajst nw came home
ham,"That's cool he'll be here all night, lemme know when you're around",1,thats cool hell night lem know youre around
ham,Are you staying in town ?,1,staying town
ham,"Haha yeah, 2 oz is kind of a shitload",1,haha yeah 2 oz kind shitload
ham,Ok u can take me shopping when u get paid =D,1,ok u take shopping u get paid
ham,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",1,life mean lot love life love people life world call friend call world ge
ham,"Alright we'll bring it to you, see you in like  &lt;#&gt;  mins",1,alright well bring see like ltgt min
ham,But pls dont play in others life.,1,pls dont play others life
ham,Eatin my lunch...,1,eatin lunch
ham,Hmmm.but you should give it on one day..,1,hmmmbut give one day
ham,"Didn't try, g and I decided not to head out",1,didnt try g decided head
ham,Ok no prob,1,ok prob
ham,Surly ill give it to you:-) while coming to review.,1,surly ill give coming review
ham,"By march ending, i should be ready. But will call you for sure. The problem is that my capital never complete. How far with you. How's work and the ladies",1,march ending ready call sure problem capital never complete far hows work lady
ham,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,1,tessypls favor pls convey birthday wish nimyapls dnt forget today birthday shijas
ham,Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly.,1,pls give food preferably pap slowly load sugar take hour give water slowly
spam,"URGENT! Your Mobile No 07808726822 was awarded a ??2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU",0,urgent mobile 07808726822 wa awarded 2000 bonus caller prize 020903 2nd attempt contact call 08718729758 box95qu
ham,A guy who gets used but is too dumb to realize it.,1,guy get used dumb realize
ham,"Okey dokey, i???ll be over in a bit just sorting some stuff out.",1,okey dokey ill bit sorting stuff
ham,Don no da:)whats you plan?,1,dawhats plan
ham,Yes fine ,1,yes fine
spam,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",0,win winner mr foley ipod exciting prize soon keep eye ur mobile visit wwwwin82050couk
ham,I liked the new mobile,1,liked new mobile
ham,Anytime...,1,anytime
ham,Mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... I fucking love you so much I can barely stand it ...,1,mmmmmmm snuggle deep contented sigh whisper fucking love much barely stand
ham,Yar but they say got some error.,1,yar say got error
ham,Hey anyway i have to :-),1,hey anyway
ham,Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.,1,wow healthy old airport rd lor cant thk anything else ill b bathing dog later
ham,Wif my family booking tour package.,1,wif family booking tour package
ham,"Did you say bold, then torch later. Or one torch and 2bold?",1,say bold torch later one torch 2bold
ham,"Haha awesome, I might need to take you up on that, what you doin tonight?",1,haha awesome might need take doin tonight
ham,Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-),1,ya knw u vl givits ok thanks kanoanyway enjoy wit ur family wit 1st salary
ham,Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...,1,huh slow tot u reach long ago liao u 2 day 4 leh
ham,Thats cool princess! I will cover your face in hot sticky cum :),1,thats cool princess cover face hot sticky cum
ham,Big brother???s really scraped the barrel with this shower of social misfits,1,big brother really scraped barrel shower social misfit
ham,Oops i thk i dun haf enuff... I go check then tell ?_..,1,oops thk dun haf enuff go check tell
ham,S:)8 min to go for lunch:),1,s8 min go lunch
ham,"Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow.",1,hey happened u switch ur cell whole day isnt good u care give call tomorrow
ham,"K will do, addie &amp; I are doing some art so I'll be here when you get home",1,k addie amp art ill get home
ham,My uncles in Atlanta. Wish you guys a great semester.,1,uncle atlanta wish guy great semester
ham,"Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor...",1,aiyo lesson early im still sleepin haha okie u go home liao den confirm w lor
ham,Forgot to tell ?_ smth.. Can ?_ like number the sections so that it's clearer..,1,forgot tell smth like number section clearer
ham,"Yup. Anything lor, if u dun wan it's ok...",1,yup anything lor u dun wan ok
ham,"I'm home, my love ... If your still awake ... *loving kiss*",1,im home love still awake loving kiss
ham,HELLO PEACH! MY CAKE TASTS LUSH!,1,hello peach cake tasts lush
spam,"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply",0,free game get rayman golf 4 free o2 game arcade 1st get ur game setting reply post save activ8 press 0 key arcade termsapply
ham,"There'll be a minor shindig at my place later tonight, you interested?",1,therell minor shindig place later tonight interested
ham,Jason says it's cool if we pick some up from his place in like an hour,1,jason say cool pick place like hour
spam,"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call",0,mobile 10 mths update latest cameravideo phone free keep ur number get extra free minstexts text yes call
ham,I (Career Tel) have added u as a contact on INDYAROCKS.COM to send FREE SMS. To remove from phonebook - sms NO to  &lt;#&gt;,1,career tel added u contact indyarockscom send free sm remove phonebook sm ltgt
ham,I've reached already.,1,ive reached already
ham,I dont know ask to my brother. Nothing problem some thing that. Just i told .,1,dont know ask brother nothing problem thing told
ham,K:)eng rocking in ashes:),1,keng rocking ash
ham,Wat time r ?_ going to xin's hostel?,1,wat time r going xins hostel
ham,Good Morning my Dear Shijutta........... Have a great &amp; successful day.,1,good morning dear shijutta great amp successful day
spam,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase,0,buy space invader 4 chance 2 win orig arcade game console press 0 game arcade std wap charge see o2coukgames 4 term setting purchase
ham,Oh k:)after that placement there ah?,1,oh kafter placement ah
ham,"Not for possession, especially not first offense",1,possession especially first offense
ham,"Nt only for driving even for many reasons she is called BBD..thts it chikku, then hw abt dvg cold..heard tht vinobanagar violence hw is the condition..and hw ru ? Any problem?",1,nt driving even many reason called bbdthts chikku hw abt dvg coldheard tht vinobanagar violence hw conditionand hw ru problem
ham,I bought the test yesterday. Its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. But pls pls dont fret. I know u r worried. Pls relax. Also is there anything in ur past history u need to tell me?,1,bought test yesterday something let know exact day u ovulatewhen get 2u 2 3wks pls pls dont fret know u r worried pls relax also anything ur past history u need tell
ham,We have pizza if u want,1,pizza u want
ham,"I keep seeing weird shit and bein all \woah\"" then realising it's actually reasonable and I'm all \""oh\""""",1,keep seeing weird shit bein woah realising actually reasonable im oh
ham,Many more happy returns of the day. I wish you happy birthday.,1,many happy return day wish happy birthday
ham,Ya very nice. . .be ready on thursday,1,ya nice ready thursday
ham,I am in hospital da. . I will return home in evening,1,hospital da return home evening
ham,"\Thinking of u ;) x\""""",1,thinking u x
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,0,camera awarded sipix digital camera call 09061221066 fromm landline delivery within 28 day
ham,Orh i tot u say she now still dun believe.,1,orh tot u say still dun believe
ham,"When you just put in the + sign, choose my number and the pin will show. Right?",1,put sign choose number pin show right
ham,The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8,1,beauty life next second hide thousand secret wish every second wonderful ur life gud n8
ham,Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx,1,thanx u darlinim cool thanx bday drink 2 nite 2morrow take care c u soonxxx
ham,"If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to",1,youre still maybe leave credit card get gas get back like told
spam,Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n,0,weekly coolmob tone ready download week new tone include 1 crazy frogaxel f 2 akonlonely 3 black eyeddont p info n
ham,Well boy am I glad G wasted all night at applebees for nothing,1,well boy glad g wasted night applebees nothing
spam,Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..,0,cashbincouk get lot cash weekend wwwcashbincouk dear welcome weekend got biggest best ever cash give away
ham,Ok lor... Or u wan me go look 4 u?,1,ok lor u wan go look 4 u
ham,U wan 2 haf lunch i'm in da canteen now.,1,u wan 2 haf lunch im da canteen
ham,Don't make life too stressfull.. Always find time to Laugh.. It may not add years to your Life! But surely adds more life to ur years!! Gud ni8..swt dreams..,1,dont make life stressfull always find time laugh may add year life surely add life ur year gud ni8swt dream
ham,"hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around",1,hey look like wa wrong one kappa guy number still phone want text see around
spam,URGENT! Your Mobile number has been awarded with a ??2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,0,urgent mobile number ha awarded 2000 prize guaranteed call 09061790121 land line claim 3030 valid 12hrs 150ppm
spam,Thanks 4 your continued support Your question this week will enter u in2 our draw 4 ??100 cash. Name the NEW US President? txt ans to 80082,0,thanks 4 continued support question week enter u in2 draw 4 100 cash name new u president txt 80082
ham,I'm home. Doc gave me pain meds says everything is fine.,1,im home doc gave pain med say everything fine
ham,It's ?? only $140 ard...?? rest all ard $180 at least...Which is ?? price 4 ?? 2 bedrm ($900),1,140 ard rest ard 180 leastwhich price 4 2 bedrm 900
ham,Me too! Have a lovely night xxx,1,lovely night xxx
ham,Prepare to be pleasured :),1,prepare pleasured
ham,Hi.:)technical support.providing assistance to us customer through call and email:),1,hitechnical supportproviding assistance u customer call email
ham,if you text on your way to cup stop that should work. And that should be BUS,1,text way cup stop work bus
ham,Whens your radio show?,1,whens radio show
spam,Your unique user ID is 1172. For removal send STOP to 87239 customer services 08708034412,0,unique user id 1172 removal send stop 87239 customer service 08708034412
ham,I'm not sure if its still available though,1,im sure still available though
ham,watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..,1,watever relation u built dis world thing remains atlast iz lonlines lotz n lot memory feeling
ham,CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx,1,cheer lou yeah wa goodnite shame u neva came c ya gailxx
ham,Hi..i got the money da:),1,hii got money da
ham,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",1,hi mobile ltgt ha added contact list wwwfullonsmscom great place send free sm people visit fullonsmscom
ham,Ok then u tell me wat time u coming later lor.,1,ok u tell wat time u coming later lor
ham,U repeat e instructions again. Wat's e road name of ur house?,1,u repeat e instruction wats e road name ur house
ham,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas",1,many people seems special first sight remain special till last sight maintain till life end shjas
ham,Quite lor. But dun tell him wait he get complacent...,1,quite lor dun tell wait get complacent
ham,Sorry completely forgot * will pop em round this week if your still here?,1,sorry completely forgot pop em round week still
ham,U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN. U R MY BABY COME AND C ME IN THE COMMON ROOM,1,u r beautiful girl ive ever seen u r baby come c common room
ham,O we cant see if we can join denis and mina? Or does denis want alone time,1,cant see join denis mina doe denis want alone time
ham,Sen told that he is going to join his uncle finance in cbe,1,sen told going join uncle finance cbe
ham,Yup... Hey then one day on fri we can ask miwa and jiayin take leave go karaoke ,1,yup hey one day fri ask miwa jiayin take leave go karaoke
ham,"Call me, i am senthil from hsbc.",1,call senthil hsbc
ham,"Especially since i talk about boston all up in my personal statement, lol! I woulda changed that if i had realized it said nyc! It says boston now.",1,especially since talk boston personal statement lol woulda changed realized said nyc say boston
ham,Indeed and by the way it was either or - not both !,1,indeed way wa either
spam,"Urgent -call 09066649731from Landline. Your complimentary 4* Ibiza Holiday or ??10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+",0,urgent call 09066649731from landline complimentary 4 ibiza holiday 10000 cash await collection sae tc po box 434 sk3 8wp 150ppm 18
ham,Holy living christ what is taking you so long,1,holy living christ taking long
ham,?? thk of wat to eat tonight.,1,thk wat eat tonight
ham,"Thanx. Yup we coming back on sun. Finish dinner going back 2 hotel now. Time flies, we're tog 4 exactly a mth today. Hope we'll haf many more mths to come...",1,thanx yup coming back sun finish dinner going back 2 hotel time fly tog 4 exactly mth today hope well haf many mths come
ham,We're on the opposite side from where we dropped you off,1,opposite side dropped
ham,Yup. Izzit still raining heavily cos i'm in e mrt i can't c outside.,1,yup izzit still raining heavily co im e mrt cant c outside
ham,Send me your resume:-),1,send resume
ham,Gd luck 4 ur exams :-),1,gd luck 4 ur exam
ham,Or u ask they all if next sat can a not. If all of them can make it then i'm ok lor.,1,u ask next sat make im ok lor
ham,Sorry that was my uncle. I.ll keep in touch,1,sorry wa uncle ill keep touch
ham,Saw Guys and Dolls last night with Patrick Swayze it was great,1,saw guy doll last night patrick swayze wa great
spam,URGENT This is our 2nd attempt to contact U. Your ??900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893,0,urgent 2nd attempt contact u 900 prize yesterday still awaiting collection claim call 09061702893
spam,Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com,0,santa calling would little one like call santa xmas eve call 09077818151 book time calls150ppm last 3mins 30 tc wwwsantacallingcom
ham,Just come home. I don't want u to be miserable,1,come home dont want u miserable
ham,I dont know why she.s not getting your messages,1,dont know shes getting message
ham,"its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. Our total order is a quarter, you got enough?",1,cool tyler take gon na buy drop place later tonight total order quarter got enough
ham,"The guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. I'm nervous because of course now he may have my address. Should i call his boss and tell him, knowing this may get him fired?",1,guy car shop wa flirting got phone number paperwork called texted im nervous course may address call bos tell knowing may get fired
ham,Reverse is cheating. That is not mathematics.,1,reverse cheating mathematics
ham,How do you plan to manage that,1,plan manage
ham,"Er, hello, things didn???t quite go to plan ??? is limping slowly home followed by aa and with exhaust hanging off",1,er hello thing didnt quite go plan limping slowly home followed aa exhaust hanging
ham,Sorry for the delay. Yes masters,1,sorry delay yes master
ham,Call me when u finish then i come n pick u.,1,call u finish come n pick u
spam,PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05,0,private 2004 account statement 0784987 show 786 unredeemed bonus point claim call 08719180219 identifier code 45239 expires 060505
ham,What's up my own oga. Left my phone at home and just saw ur messages. Hope you are good. Have a great weekend.,1,whats oga left phone home saw ur message hope good great weekend
ham,"Don't worry though, I understand how important it is that I be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. Brb gonna go kill myself",1,dont worry though understand important put place poorly thought punishment face worst thing ha ever happened brb gon na go kill
ham,"Honey, can you pls find out how much they sell Predicte in Nigeria. And how many times can it be used. Its very important to have a reply before monday",1,honey pls find much sell predicte nigeria many time used important reply monday
ham,E admin building there? I might b slightly earlier... I'll call u when i'm reaching...,1,e admin building might b slightly earlier ill call u im reaching
ham,"fyi I'm at usf now, swing by the room whenever",1,fyi im usf swing room whenever
ham,i can call in  &lt;#&gt;  min if thats ok,1,call ltgt min thats ok
ham,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,1,ummmmmaah many many happy return day dear sweet heart happy birthday dear
ham,?? no home work to do meh... ,1,home work meh
ham,Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it...,1,anything valuable 2 situation first getting second loosing
ham,Me too. Mark is taking forever to pick up my prescription and the pain is coming back.,1,mark taking forever pick prescription pain coming back
ham,How's ur paper?,1,hows ur paper
ham,Got smaller capacity one? Quite ex...,1,got smaller capacity one quite ex
spam,Check Out Choose Your Babe Videos @ sms.shsex.netUN fgkslpoPW fgkslpo,0,check choose babe video smsshsexnetun fgkslpopw fgkslpo
ham,Im good! I have been thinking about you...,1,im good thinking
spam,u r a winner U ave been specially selected 2 receive ??1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 ),0,u r winner u ave specially selected 2 receive 1000 cash 4 holiday flight inc speak live operator 2 claim 0871277810710pmin 18
ham,Not thought bout it... || Drink in tap & spile at seven. || Is that pub on gas st off broad st by canal. || Ok?,1,thought bout drink tap spile seven pub gas st broad st canal ok
ham,I am going to sleep. I am tired of travel.,1,going sleep tired travel
ham,"Haha, just what I was thinkin",1,haha wa thinkin
ham,Yup but it's not giving me problems now so mayb i'll jus leave it...,1,yup giving problem mayb ill jus leave
ham,Lol no. Just trying to make your day a little more interesting,1,lol trying make day little interesting
ham,"How long before you get reply, just defer admission til next semester",1,long get reply defer admission til next semester
ham,"The word \Checkmate\"" in chess comes from the Persian phrase \""Shah Maat\"" which means; \""the king is dead..\"" Goodmorning.. Have a good day..:)""",1,word checkmate chess come persian phrase shah maat mean king dead goodmorning good day
ham,Po de :-):):-):-):-). No need job aha.,1,po de need job aha
ham,Rats. Hey did u ever vote for the next themes?,1,rat hey u ever vote next theme
spam,"New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today! From ONLY ??1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION.",0,new mobile 2004 must go txt nokia 89545 collect today 1 www4tcbiz 2optout 08718726270150gbpmtmsg18 txtauction
ham,I hope your pee burns tonite.,1,hope pee burn tonite
ham,"OH RITE. WELL IM WITH MY BEST MATE PETE, WHO I WENT OUT WITH 4 A WEEK+ NOW WERE 2GEVA AGAIN. ITS BEEN LONGER THAN A WEEK.",1,oh rite well im best mate pete went 4 week 2geva longer week
ham,Yay can't wait to party together!,1,yay cant wait party together
ham,....photoshop makes my computer shut down.,1,photoshop make computer shut
ham,All boys made fun of me today. Ok i have no problem. I just sent one message just for fun,1,boy made fun today ok problem sent one message fun
ham,That's one of the issues but california is okay. No snow so its manageable,1,thats one issue california okay snow manageable
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0,0,private 2003 account statement show 800 unredeemed point call 08715203652 identifier code 42810 expires 29100
ham,"Hmmm.... Mayb can try e shoppin area one, but forgot e name of hotel...",1,hmmm mayb try e shoppin area one forgot e name hotel
ham,"Awesome, that gonna be soon or later tonight?",1,awesome gon na soon later tonight
ham,I need details about that online job.,1,need detail online job
spam,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a ??150 prize. To collect is easy. Just call 09061743386 ,0,valued vodafone customer computer ha picked win 150 prize collect easy call 09061743386
ham,Missing you too.pray inshah allah,1,missing toopray inshah allah
ham,Pls help me tell Ashley that i cant find her number oh,1,pls help tell ashley cant find number oh
ham,I am in escape theatre now. . Going to watch KAVALAN in a few minutes,1,escape theatre going watch kavalan minute
ham,S.this will increase the chance of winning.,1,sthis increase chance winning
ham,either way works for me. I am  &lt;#&gt;  years old. Hope that doesnt bother you.,1,either way work ltgt year old hope doesnt bother
ham,Maybe you should find something else to do instead???,1,maybe find something else instead
ham,Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see,1,gain right wifedont demand iti trying husband toolets see
ham,I liked your new house,1,liked new house
ham,I'm fine. Hope you are also,1,im fine hope also
ham,"Also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent.",1,also north carolina texas atm would go gre site pay test result sent
ham,Same to u...,1,u
ham,yes baby! I need to stretch open your pussy!,1,yes baby need stretch open pussy
ham,Thanks  and ! Or bomb and date as my phone wanted to say! ,1,thanks bomb date phone wanted say
ham,Ok...,1,ok
ham,"Hey, a guy I know is breathing down my neck to get him some bud, anyway you'd be able to get a half track to usf tonight?",1,hey guy know breathing neck get bud anyway youd able get half track usf tonight
ham,"\Response\"" is one of d powerful weapon 2 occupy a place in others 'HEART'... So",1,response one powerful weapon 2 occupy place others heart
ham,Nokia phone is lovly..,1,nokia phone lovly
spam,**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270,0,free messagethanks using auction subscription service 18 150pmsgrcvd 2 skip auction txt 2 unsubscribe txt stop customercare 08718726270
spam,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!,0,bored housewife chat n date 08717507711 btnational rate 10pmin landline
ham,Sorry da..today i wont come to play..i have driving clas..,1,sorry datoday wont come playi driving clas
ham,I'm really sorry I lit your hair on fire,1,im really sorry lit hair fire
ham,"Oh! Shit, I thought that was your trip! Loooooool ... That just makes SO much more sense now ... *grins* and the sofa reference was ... The \sleep on a couch\"" link you sent me ... Wasn't that how you went on your trip ? Oh ... And didn't your babe go with you for that celebration with your rents?""",1,oh shit thought wa trip loooooool make much sense grin sofa reference wa sleep couch link sent wasnt went trip oh didnt babe go celebration rent
ham,Okey dokey swashbuckling stuff what oh.,1,okey dokey swashbuckling stuff oh
ham,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",1,watching cartoon listening music amp eve go temple amp church u
ham,1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face  &lt;#&gt; .joker face.,1,1 tension face 2 smiling face 3 waste face 4 innocent face 5terror face 6cruel face 7romantic face 8lovable face 9decent face ltgt joker face
ham,Dip's cell dead. So i m coming with him. U better respond else we shall come back.,1,dip cell dead coming u better respond else shall come back
ham,Well. You know what i mean. Texting,1,well know mean texting
ham,Hi dis is yijue i would be happy to work wif ?_ all for gek1510...,1,hi dis yijue would happy work wif gek1510
ham,Lol! Oops sorry! Have fun. ,1,lol oops sorry fun
ham,Wat happened to the cruise thing,1,wat happened cruise thing
ham,"I know dat feelin had it with Pete! Wuld get with em , nuther place nuther time mayb?",1,know dat feelin pete wuld get em nuther place nuther time mayb
spam,lyricalladie(21/F) is inviting you to be her friend. Reply YES-910 or NO-910. See her: www.SMS.ac/u/hmmross STOP? Send STOP FRND to 62468,0,lyricalladie21f inviting friend reply yes910 no910 see wwwsmsacuhmmross stop send stop frnd 62468
ham,The world's most happiest frnds never have the same characters... Dey just have the best understanding of their differences...,1,world happiest frnds never character dey best understanding difference
spam,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,0,1 polyphonic tone 4 ur mob every week txt pt2 87575 1st tone free get txtin tell ur friend 150ptone 16 reply hl 4info
ham,Yeah just open chat and click friend lists. Then make the list. Easy as pie,1,yeah open chat click friend list make list easy pie
ham,alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap,1,alright tyler got minor crisis ha home sooner thought asap
ham,When/where do I pick you up,1,whenwhere pick
ham,As usual u can call me ard 10 smth.,1,usual u call ard 10 smth
ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",1,new theory argument win situation loses person dont argue ur friend kick amp say im always correct
ham,For many things its an antibiotic and it can be used for chest abdomen and gynae infections even bone infections.,1,many thing antibiotic used chest abdomen gynae infection even bone infection
ham,Poor girl can't go one day lmao,1,poor girl cant go one day lmao
ham,Or just do that 6times,1,6times
spam,Todays Vodafone numbers ending with 4882 are selected to a receive a ??350 award. If your number matches call 09064019014 to receive your ??350 award.,0,today vodafone number ending 4882 selected receive 350 award number match call 09064019014 receive 350 award
ham,You have to pls make a note of all she.s exposed to. Also find out from her school if anyone else was vomiting. Is there a dog or cat in the house? Let me know later.,1,pls make note shes exposed also find school anyone else wa vomiting dog cat house let know later
ham,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ...",1,japanese proverb one u none itu must indian version one let none itleave finally kerala version one stop none make strike
ham,Sounds like there could be a lot of time spent in that chastity device boy ... *grins* ... Or take your beatings like a good dog. Going to lounge in a nice long bath now ?,1,sound like could lot time spent chastity device boy grin take beating like good dog going lounge nice long bath
ham,Its worse if if uses half way then stops. Its better for him to complete it.,1,worse us half way stop better complete
ham,Miserable. They don't tell u that the side effects of birth control are massive gut wrenching cramps for the first 2 months. I didn't sleep at all last night.,1,miserable dont tell u side effect birth control massive gut wrenching cramp first 2 month didnt sleep last night
ham,Send me the new number,1,send new number
ham,Convey my regards to him,1,convey regard
spam,Want the latest Video handset? 750 anytime any network mins? Half price line rental? Reply or call 08000930705 for delivery tomorrow,0,want latest video handset 750 anytime network min half price line rental reply call 08000930705 delivery tomorrow
ham,2 and half years i missed your friendship:-),1,2 half year missed friendship
ham,I cant pick the phone right now. Pls send a message,1,cant pick phone right pls send message
ham,Oh for fuck's sake she's in like tallahassee,1,oh fuck sake shes like tallahassee
ham,"Haha, that was the first person I was gonna ask",1,haha wa first person wa gon na ask
